message_id,published_msk,date,post_class,matched_rule,views,title,has_manager_cta,course_links,mentions_start,mentions_pro,deadline_mention,has_media,is_forward,forward_from,prev_gap_ids,text_len,text
1829,2026-08-04 18:50:24,2026-08-04,content,,19100,"C какими айтишницами стоит строить отношения, а какие - ред флаг? В новом ролике",0,,0,0,,0,0,,0,249,"C какими айтишницами стоит строить отношения, а какие - ред флаг? В новом ролике разобрал все бигтехи по фактам: Яндекс, ВК, Т-банк, Озон, Сбер. Смотрим! Смотрим! И не говорите потом, что не предупреждал! 

https://www.youtube.com/shorts/d_lUVE5oo7A"
1830,2026-08-05 19:03:53,2026-08-05,content,,18900,Как повысить профессиональный рейтинг ,0,,0,1,,0,0,,0,2949,"Как повысить профессиональный рейтинг 

Раньше было достаточно откликнуться на вакансию в красном демоне и ждать приглашения на собес. Сейчас - нет. Количество кандидатов растёт, вакансий становится меньше, а ИИ уже проходит базовые собесы. Теперь нужно вкладываться в личный бренд и нетворкинг, чтобы рекрутеры бегали за тобой, а не наоборот. Разобрал популярные способы, которые реально работают.

Статьи
Отличный способ, чтобы апнуться в теме как специалист, потому что параллельно придется перебрать немало материалов, чтобы не наврать, не ошибиться или просто для вдохновения. Вдохновиться написать статью несложно: просто заварите кофе, откройте статьи/посты по своей теме и записывайте все идеи, которые пришли в голову. 
Статьи можно публиковать на LinkedIn, собирая лайки и прокачивая свой профиль. В комментариях к своей статьи можно законектиться с заряженными специалистами. И также статьи можно прикладывать при подаче на талантливые визы вроде O1 в США. 

Конференции
Статьи отлично подготавливают почву к выступлениям. Выступать обязательно для умного и классного специалиста, особенно если метишь в лиды/руководители. Когда у тебя микрофон, все вокруг думают, что ты - очень умный и классный. Когда тема выступления придумана, просто составь список всех конференций по этой теме на ближайший год, запишись, подготовь презентацию и отрепетируй речь, возможные вопросы аудитории (в том числе и злые вопросы).

Пет проекты
Необязательно реализовывать целый проект, достаточно предложить небольшое улучшение в библиотеку с открытым исходным кодом. Или можно поиграться с какой-то технологией, до которой давно не доходили руки. Или сделать SaaS-сервис. 

Соревнования 
Хакатоны, Kagglы, Codeforcesы, Game Jamы, Кейс-чемпионаты - все это способы для нетворка, повышения самооценки и расширения социальных связей. Если нужна команда, ее можно собрать прям во время чемпиона в нашем чате.

Как конектиться 
Все эти способы - способы качественного нетворкинга. Например, пришел на конференцию, послушал доклад. И либо подошел в живую пообщался, либо напиши в LinkenId: ""Слушал тебя сегодня на конференции Х, очень крутой доклад, спасибо! Расскажи побольше про твою компанию"". Обязательно начни с комплимента и улыбнись - внимание и признание их труда очень располагает людей. И после твоих слов ""Видел у вас классная должность открыта"", он уже готов дать тебе рефер и все, что захочешь. И все вот тебе друг и коллега. Так же по аналогии можно делать со всеми активностями выше. 

Итого
Тебе необязательно должны нравится все эти активности. Попробуй и выбери, что по душе. Главное помни, что эти активности скорее хобби, а не про зарабатывание денег здесь и сейчас. Они нужны для твоего роста как специалиста и прокачки нетворкинга, что уже потом пригодиться при поиске работы/проектов, рефералов. К тому же, если метишь в лиды/руководители, то тебе просто необходимо повышать свой социальный рейтинг и багаж. 

Подписаться: @postypashki_old"
1831,2026-08-06 19:23:59,2026-08-06,content,,17900,Какие пет проекты гарантирует тебе оффер на мл-инженера? Обсудим в новом ролике.,0,,0,0,,0,0,,0,149,"Какие пет проекты гарантирует тебе оффер на мл-инженера? Обсудим в новом ролике. Смотрим! Смотрим!

https://www.youtube.com/watch?v=KTkqc4tY5Wk&t=43s"
1833,2026-08-07 17:22:16,2026-08-07,native_promo,cta_link,16500,Слив алгоритмического собеса в Авито. Смотрим! Смотрим! ,0,алгоритмы-старт,1,0,,0,0,,1,385,"Слив алгоритмического собеса в Авито. Смотрим! Смотрим! 

https://www.youtube.com/watch?v=dO8fHARGgZY&sttick=0

Выкладываем запись мок-собеседования с курса алгоритмы старт по протоколу Авито. В Авито алгоритмы могут спросить на разработчика и мл специалиста - смотрите наш гайд по алгоритмам на собесах Авито. Если вы готовитесь к стажировкам или первой работе обязательно посмотрите!"
1834,2026-08-08 09:05:37,2026-08-08,external_ad,\bреклама\.?\s,15500,"Магистратура по e-commerce от РУДН и Wildberries — для тех, кто хочет развиватьс",0,,0,0,13 август;13 август,1,0,,0,899,"Магистратура по e-commerce от РУДН и Wildberries — для тех, кто хочет развиваться в электронной коммерции
Программа сочетает системный подход высшего образования РУДН и практику экспертов RWB — крупнейшего игрока российского e-commerce.

Для поступающих — скидка 10% на первый год обучения при оплате до 13 августа.
Также есть возможность оплатить первый семестр в рассрочку.
Магистратура подойдет специалистам, которые хотят строить или развивать карьеру в электронной коммерции, предпринимателям и выпускникам бакалавриата.

За два года обучения вы получите не только диплом магистра РУДН, но и практический опыт, знания о рынке электронной коммерции и возможность учиться у экспертов индустрии.
Обучение проходит онлайн — его можно совмещать с работой и развитием собственного бизнеса.

Подать документы на поступление можно до 13 августа. 🚀

Реклама. ООО «РВБ». ИНН 9714053621. erid: 2SDnjcd9GCK"
1836,2026-08-09 13:32:11,2026-08-09,sale,скидк[аиу]? ,18300,Дайджест вакансий,1,,1,0,,1,0,,1,1903,"Дайджест вакансий

Товарищи, собрали свежие стажировки и junior-вакансии по аналитике, ML и разработке. Сохраняйте и отправляйте резюме - ждать осеннего найма необязательно.

📌 АНАЛИТИКА
→ ВТБ — Стажёр в «Цифровые помощники»
→ Альфа-Банк — Стажёр в департамент продаж и развития малого и микробизнеса
→ Альфа-Банк — Стажёр в отдел разработки дебетовых продуктов
→ Ozon — Стажёр-аналитик в коммерцию
→ Ozon — Младший аналитик данных
→ Ozon — Стажёр продуктовый аналитик, Производство Fulfillment
→ МТС — Стажёр Data Analyst Geo
→ Т-Банк - Младший продуктовый аналитик 
→ Магнит — Стажер-продуктовый аналитик (направление данных и метрик)

💡 MACHINE LEARNING
→ Альфа-Банк — Стажёр NLP инженер 
→ Ozon Tech — Стажер ML-инженер, рекомендательные системы
→ МТС — Стажер ML Engineer
→ VK — ML-инженер (Audio/Deep Learning)
→ VK — ML-инженер в рекомендательные системы 
→ CБЕР — Стажер 
→ СБЕР — Стажер разработка и внедрение решений с LLM 
→ CБЕР — Стажер-разработчик AI-агентов 

▶️ BACKEND 
→ Ozon Tech — Стажёр-разработчик Golang
→ Ozon Tech — Стажёр Go-разработчик, Витрина товаров и управление заказами 
→ Ozon — Младший Python разработчик
→ VK — Backend-разработчик
→ VK — Golang-разработчик
→ VK — Backend-разработчик

🫥🫥🫥🫥
Если по требованиям понимаете, что каких-то знаний пока не хватает - приходите ботать на наши карьерные курсы СТАРТ. На курсах разбираем базу по аналитике, ML, Backend и алгоритмам, программа курсов можно посмотреть на нашем сайте.

Лекции и семинары уже доступны в записи - можно сразу идти ботать нужные темы в своём темпе. А  карьерные семинары только начинаются: если пока нет нормального резюме или не знаете, как проходят отборы, то вместе с преподавателем соберёте резюме под вакансии, подготовите самопрезентацию и пройдёте mock-собеседование, чтобы оценить свой уровень.

🔊 До конца дня на СТАРТы действует финальная скидка 55%. Успевайте присоединиться!

➡️ Записаться"
1837,2026-08-09 18:35:40,2026-08-09,sale,распродаж,19800,Как найти стажировку зарубежом,1,backend-старт;ml-старт;алгоритмы-старт;аналитика-старт,1,0,,0,0,,0,999,"Как найти стажировку зарубежом

Товарищи, пока идут последние 6 часов финальной распродажи на СТАРТ, хотим напомнить: база, которую вы проходите на курсах, пригодится не только для отборов в Яндекс, Авито или Т-Банк.

Зарубежные компании на технических собеседованиях проверяют плюс-минус те же темы:

⬇️ Аналитика — SQL, статистика, A/B-тесты, продуктовые метрики
⬇️ ML — классический ML/DL, метрики, Python
⬇️ Backend — сети, базы данных, API, основы разработки
⬇️ Алгоритмы — структуры данных и задачи на кодинг

То есть если в будущем хотите подаваться на зарубежные стажировки, СТАРТ можно использовать как техническую базу для подготовки и к ним.
А готовиться к зарубежным летним стажировкам начинают сильно заранее - вакансии на лето 2027 появляются уже сейчас.

Поэтому мы собрали небольшой гайд: кратко рассказали, как устроены зарубежные стажировки и отборы, и добавили подборки актуальных вакансий по разработке, ML, аналитике, продукту и другим направлениям.

Делимся гайдом с друзьями 😎"
1838,2026-08-10 16:26:59,2026-08-10,sale,распродаж,16500,Из процесс-менеджера в продуктового аналитика ,1,аналитика-старт,1,1,,0,0,,0,1071,"Из процесс-менеджера в продуктового аналитика 

Друзья, видим ваши вопросы, можно ли ещё взять СТАРТ по скидке. Поэтому продлеваем распродажу до конца сегодняшнего дня, чтобы все успели 😎

А ниже оставляем отзыв нашей ученицы с текущего потока «Аналитики СТАРТ». 

Ира пришла не из профильного вуза, работала процессным менеджером и хотела перейти в бигтех на продуктового аналитика. А сейчас уже получает приглашения и ходит на собеседования.

Важно: следующий полноценный запуск линейки СТАРТ будет уже в следующем году. Сейчас последняя возможность присоединиться к текущему потоку: попасть на оставшиеся онлайн-семинары, сдавать домашки и пройти mock-собеседование с обратной связью, чтобы узнать сильные/слабые стороны и уверенно выйти на рынок.

Потом курсы будут доступны только в записи, и часть возможностей  уже будет недоступна.

🔊  Поэтому пока действует финальные скидки и впереди ещё почти весь август, чтобы спокойно поботать до начала учебы, ждем вас на обучении!

Подробную программу смотрите на сайте.

📌 Для вопросов и записи на курс напишите менеджеру"
1839,2026-08-10 16:26:59,2026-08-10,content,,15400,,0,,0,0,,0,0,,0,0,
1840,2026-08-10 20:33:06,2026-08-10,sale,скидки,30800,"У России три пути: 18+, ***** и IT",1,,1,0,,0,0,,0,482,"У России три пути: 18+, ***** и IT

И кажется, у нас случился переход между карьерными треками…
Нам неважно, какой у человека бэкграунд и чем он занимался раньше. Важно, куда он хочет прийти и что готов для этого делать.

Наша студентка, Алина, решила кардинально сменить сферу, пришла на «СТАРТ» и теперь готовится к своей новой цели — получить оффер в Яндекс.

Можно следить за успехами и учиться вместе с Алиной. На наши курсы старт, идут финальные 4 часа скидки. 

➡️ Записаться"
1841,2026-08-10 20:33:06,2026-08-10,content,,31900,,0,,0,0,,0,0,,0,0,
1843,2026-08-11 18:50:13,2026-08-11,native_promo,курсы про,18000,Как искать работу в 2026 году,0,,1,1,,0,0,,1,3679,"Как искать работу в 2026 году

Уже писал про прокачку профессионального рейтинга тут и про изи-вкат на стажировки тут. В этом посте продолжу тему и дам оценку традиционным способам поиска в новых реалиях.

Head Hunter
На рынке HH сейчас мало по-настоящему интересных вакансий для сеньоров, но достаточно неплохих Middle-позиций. Часто компании нанимают уверенного миддла, обещая в перспективе поднятие до Senior или Lead. Для джунов и стажеров на HH почти ничего нет, кроме ноунейм-компаний и учебных проектов.

Также учтите: сейчас описания вакансий всё чаще генерируются ИИ, поэтому не удивляйтесь, если текст не совпадает с реальностью. Нанимать стали меньше, сейчас рынок - работодателя. Конкуренция бешеная, во многом из-за огромного количества ""вкатунов"", которые накручивают себе 3 года опыта и пытаются прыгнуть в зарплату миддла. По моим наблюдениям, до собеседования доходят только при идеальном совпадении стека и опыта. И пара нюансов:
— Резюме, написанные ИИ, отсеиваются сразу.
— Если в прошлом году в резюме было 2 года опыта, а через год вдруг стало 5 — это рекрутеры видят.
— Если претендуете на позицию в бигтехе, а последние места работы были в аутсорсе или стартапах - скорее всего, реджект. Конкуренты переманивают конкурентов (Альфа vs МТС, ВК vs Яндекс).
— Даже идеальный мэтч - не гарантия, иногда работодатель просто собирает базу.

Сайты компаний
Многие вакансии на официальных сайтах - это бутафория для сбора базы резюме. Ее начинают перебирать, когда появляется горящая потребность. Еще через сайт компании можно чекнуть ""наличие"" вакансии и, увидев её, попросить рефералку через тог же LinkedIn. Кстати, участникам нашего ближайшего потока курсов ПРО доступна закрытая база контактов рефералов из российских и зарубежных компаний! 

ТГ-чаты/каналы и агрегаторы
И наш чат. Неплохая альтернатива HH и сайтам. Вакансии там чаще реальные, конкуренция поменьше. Есть открытые агрегаторы и закрытые, куда попадают только по рекомендации. Вывод: качаем нетворк и профессиональный рейтинг! База таких ресурсов по поиску работы в России и зарубежом также доступна участникам нашего ближайшего потока курсов ПРО! 

LinkedIn (Главный инструмент)
Здесь нужно входить в режим социальной инженерии. Не просто листать ленту, а искать контакты рекрутеров или тимлидов.
Учтите, что сейчас рекрутеры начали перепроверять опыт через GitHub, Хабр Карьеру и соцсети. Если на одном ресурсе указан один стаж, а на другом другой - это повод для отказа.

Как правильно писать в LinkedIn:
Не надо ""спамить"" всех подряд в друзья. Найдите 3–5 человек из интересующей команды. Напишите им в личку не про «какой я крутой», а с конкретным запросом: ""Увидел вакансию, что ваша команда развивает такой-то продукт. У меня есть опыт в смежной области, я подготовил краткое резюме. Я могу быть вам полезен?"". 

Если у вас есть общее место учебы или работы - это идеальный якорь для начала диалога. Метод прост, но эффективен: до собеседования после такого личного обращения доходит 20–30% кандидатов. Известны случаи, когда соискателя отсеивали на всех платформах, но он писал одному из разработчиков, и его пропускали на собеседование напрямую, минуя HR-скрининг.

Для Senior и Middle - это лучший способ. Для начинающих (Junior) этот способ тоже работает, но в письме стоит делать акцент на отсутствие страха перед новым: ""Я крепкий джун, смогу быстро освоить ваш стек и быстро дорасти до миддла"".

Итого
Относитесь осторожней к обещаниям тех, кто сулит ""волшебную таблетку"" и лёгкий вход. Но если вы настроены системно расти и хотите глубже разобраться в актуальных трендах, у нас есть отдельный расширенный карьерный блок на курсы ПРО. Всем советую! 

Подписаться: @postypashki_old"
1844,2026-08-12 19:05:42,2026-08-12,content,,18300,Гайд на собесы в СберЗвук Data Analyst,0,,0,1,,0,0,,0,1012,"Гайд на собесы в СберЗвук Data Analyst

Выпускница нашего курса аналитика про прошла полный цикл отбора на позицию middle-аналитика в СберЗвук: от первого разговора с рекрутёром до финального интервью. По горячим следам собрали подробный гайд: какие этапы собеседований были, что спрашивали по SQl и статистике, какие давали продуктовые кейсы, а также, на что стоит сделать упор при подготовке.

Внутри файлика:
- оконки в SQL
- пайплайн проведения А/Б теста 
- статистические тесты и постанализ
- мощность теста, MDE, доверительные интервалы
- метрики для музыкального сервиса
- способы проверки гипотез без класического А/Б теста

Особенно много внимания в ходе всех интервью уделялось экспериментам и умению генерировать метрики в зависимости от кейса. Значительная часть вопросов из этого файла достаточно классическая, то есть, этот файлик поможет не только тем, кто хочет непосредственно в СберЗвук, но и тем, кто просто готовится к собеседования на позиции Аналитика Данных.

Подписаться: @postypashki_old"
1845,2026-08-13 10:05:42,2026-08-13,content,,19200,"Товарищи, появился неплохой шанс прокачать свое резюме и получить в портфолио ке",0,,0,0,30 август,1,0,,0,872,"Товарищи, появился неплохой шанс прокачать свое резюме и получить в портфолио кейс, основанный на реальных данных бигтеха: Ozon Tech открыл регистрацию на онлайн-соревнование E-CUP 2026: Students.

Всего будет три трека:
➡️поиск дубликатов товаров
➡️ ИИ-модерация карточек маркетплейса
➡️прогнозирование поведения пользователей

Что ждет участников:
➡️ Призовой фонд 7 200 000 ₽ (по три призовых места в каждом треке)
➡️ Билеты на топовую IT-конфу E-CODE (12–13 сентября), на которой пройдет финал (топ-5 участников каждого трека)
➡️ Фидбэк от инженеров Ozon Tech
➡️ Кастомный лимитированный мерч 😎

Кто может принять участие: студенты бакалавриата, специалитета, магистратуры (18+) и выпускники бакалавриата, поступившие в магистратуру в этом году. Можно соло или командой до 5 человек. Зовите друзей и залетайте!

Регистрация строго до 30 августа: https://e-cup-ozon.ru/"
1846,2026-08-13 17:33:44,2026-08-13,content,,19700,"Продолжаем знакомиться с талантливыми учениками ""Поступашек"". Сегодня в гостях -",0,,0,1,,1,0,,0,649,"Продолжаем знакомиться с талантливыми учениками ""Поступашек"". Сегодня в гостях - Эмиль, Java разработчик ВК и наш ученик, который поступил в ШАД.

Смотрим интервью по ссылке: https://www.youtube.com/watch?v=c62mnysk3j0

Обсудили много всего интересного: 
— Зачем Эмилю ШАД, если и так есть классное образование и карьера 
— Почему Эмиль ушел из Т-банка, несмотря на хорошую зарплату 
— Стоит ли идти учиться в Яндекс лицей 
— Почему нужно писать абсолютно все олимпиады, если даже особо не готовился
— Кому подходит и не подходит КТ ИТМО

Получился разговор не только про образование и карьеру, но и про сомнения, неудачи, выбор и поиск своего пути."
1847,2026-08-14 12:41:15,2026-08-14,external_ad,partner_link,20300,Яндекс открыл регистрацию в бесплатные олимпиадные Кружки по программированию и ,0,,0,0,,1,0,,0,630,"Яндекс открыл регистрацию в бесплатные олимпиадные Кружки по программированию и искусственному интеллекту

В Кружке по программированию (6–11 классы) разберут всё: от базовых алгоритмов до продвинутых структур данных, а в Кружке по ИИ (8–11 классы) изучат математику для ИИ и ML. У каждого направления несколько уровней сложности: от начального до продвинутого.

Занятия ведут победители олимпиад, тренеры сборных и члены жюри, а формат включает еженедельные лекции, семинары в небольших группах, регулярные контесты и пробные олимпиады.

Регистрация уже открыта: обучение бесплатное, отбор — по заявке и вступительным испытаниям."
1848,2026-08-14 19:52:44,2026-08-14,content,,18200,ВК - кринж или норм ,0,,0,1,,0,0,,0,3544,"ВК - кринж или норм 

Давайте честно. ""Устроился в Яндекс"" и ""устроился в ВК"" звучат по-разному. На второе кто-нибудь пошутит про кривой редизайн каждые пару месяцев, лагающие приложения, подписки на каждом шагу и тупую рекламу. У бренда правда проблема с восприятием: его видят не как техкомпанию, а как комбайн из соцсетей и рекламы. Но ""на безрыбье и рак рыба"". Если у тебя нет коммерческого опыта, не стоит вертеть носом из-за мемов, вот почему.

Это не одна компания, а десятки
ВКонтакте, Mail.ru, VK Tech, VK Video - у каждой свой стек и уровень разработки. В одной команде сильный лид, современный стек, релизы каждую неделю. В другой легаси старше тебя и месяцы согласований. Смотри сам: VK Tech - 80% команды инженеры, менеджмент из бигтеха, отдельный от соцсетей продукт без легаси. А в других юнитах легаси реальное, и об этом говорят сами инженеры VK. Команда VK Мессенджера честно описала на Хабре, как жила с четырьмя разными кодовыми базами и страхом что-то тронуть: на простую фичу ""пометить чат непрочитанным"" у разработчика ушёл месяц, а нормально разобраться в коде получилось только через полгода. В итоге решились переписывать всё с нуля. Так что переписывать чужой старый код под новый стек - местами реальная часть работы, и это на любителя.
Короче, ""крутая команда"" - это не про весь холдинг, а про конкретные юниты. Проверяй до оффера: спроси у ребят в нашем чатике или у самой команды про процессы прямо на собесе.

Как туда попасть
Студентов и выпускников активно хантят, особенно если учишься там, где у VK свой образовательный центр: Бауманка (самый первый и крупный центр VK), МФТИ, ИТМО, СПбГУ, Вышка, МГУ, УрФУ, Иннополис. Там партнёрский бакалавриат/магистратура и прямой выход на стажировку без общего конкурса. Вуза нет в списке? У VK Education есть открытые онлайн-программы для всех и если указать эту строчку в резюме, то выше шансы при отборе. Но есть нюанс с тем, как попасть на стажку. Просто закинуть резюме и ждать - слабая стратегия, отклик часто не долетает, стажки часто одиночные, а не массовый набор как у Яндекса. Работает другое: искать сотрудников нужной команды и писать напрямую, выходить на HR в личку - это повышает шансы для любой компании. Собесы не запредельно трудные, но расслабляться нельзя. Путь стандартный: скрининг - техничка - финал. Единого собеса на весь VK нет, всё зависит от направления и интервьюеров: где-то копают язык, где-то базы и сети, где-то архитектуру или твой пет-проект. 

Чем хороша стажка
Часто слышу от ребят: постажировались в бигтехе, ставки после нет, снова на рынок. А в резюме кроме строчки ""стажировался в NDA"" - нечего, задачи были простецкие или баги фиксили, на собесе такое не впечатляет. У VK по опыту наших студентов иначе: в бэкенд-стажировке в AI-команде реально интегрировали core поискового движка в поиск по музыке ВКонтакте и строили пайплайны под индексацию. Пускают в прод-код, а не сажают в стороне разгребать бэклог или багами заниматься. И больше половины стажёров каждый набор получают оффер и остаются. Если не дали оффер, то хотя бы в следующей компании будет чем похвастаться.

Так зачем идти в ВК
Бренд так себе, половиной сервисов ты сам не пользуешься. Но на собесе смотрят чаще на обязанности, которые ты выполнял, чем на контору, хотя бигтех и добавит +реп. Оба пункта как раз про работу в ВК. Поэтому рекомендую присмотреться, а не ставить крест, особенно новичкам. К тому же из ВК любит переманивать тот же Яндекс и другие бигтехи. Короче, не смотри на мемы, смотри на реальные задачи и рост. 

Подписаться: @postypashki_old"
